,subject,age,gender,word,word_nr,time,category
0,LiSo,21,f,apple,1,3.1080944559998898,foods
1,LiSo,21,f,orange,2,2.058089944999665,foods
2,LiSo,21,f,banana,3,3.024448936999761,foods
3,LiSo,21,f,burger,4,5.3781555669993395,foods
4,LiSo,21,f,pizza,5,2.0392675379998764,foods
5,LiSo,21,f,fries,6,1.6273447009998563,foods
6,LiSo,21,f,chicken,7,3.7012727190003716,foods
7,LiSo,21,f,wings,8,2.788438018999841,foods
8,LiSo,21,f,beans,9,2.3203868270002204,foods
9,LiSo,21,f,potatoe,10,4.422467614999732,foods
10,LiSo,21,f,aioli,11,5.580098622999685,foods
11,LiSo,21,f,ketchup,12,3.9694149050001215,foods
12,LiSo,21,f,beef,13,3.0162564440006463,foods
13,LiSo,21,f,viel,14,7.498877088999507,foods
14,LiSo,21,f,pasta,15,3.9096631960001105,foods
15,LiSo,21,f,noodles,16,5.1633585720001065,foods
16,LiSo,21,f,cabbage,17,3.658358212999701,foods
17,LiSo,21,f,soup,18,2.069187746999887,foods
18,LiSo,21,f,tomatoe,19,7.008288979999634,foods
19,LiSo,21,f,cucumber,20,3.3701924139995754,foods
20,LiSo,21,f,time,21,5.041400909999538,foods
21,LiSo,21,f,carrot,22,2.1454222049997043,foods
22,LiSo,21,f,onion,23,3.0873535190003167,foods
23,LiSo,21,f,garlic,24,3.3633591360003265,foods
24,LiSo,21,f,hummus,25,1.6032091229999423,foods
25,LiSo,21,f,chickpees,26,3.6104954009997527,foods
26,LiSo,21,f,taziki,27,4.177313512999717,foods
27,LiSo,21,f,meatballs,28,6.936319950999859,foods
28,LiSo,21,f,spaghetti,29,4.920215069999358,foods
29,LiSo,21,f,oliveoil,30,3.9003059899996515,foods
30,LiSo,21,f,olives,31,1.3194644029999836,foods
